,REPORT,CATEGORY
1135,"this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment . ",0
1136,"overall , it's a pretty mediocre family film . ",0
1137,"love may have been in the air onscreen , but i certainly wasn't feeling any of it . ",0
1138,"in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry . ",0
1139,"the very definition of what critics have come to term an "" ambitious failure . "" ",0
1140,it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese . ,0
1141,"the movie ends with outtakes in which most of the characters forget their lines and just utter 'uhhh , ' which is better than most of the writing in the movie . ",0
1142,worthy of the gong . ,0
1143,"while certainly more naturalistic than its australian counterpart , amari's film falls short in building the drama of lilia's journey . ",0
1144,i found the movie as divided against itself as the dysfunctional family it portrays . ,0
1145,"the soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot . ",0
1146,the movie doesn't add anything fresh to the myth . ,0
1147,as inept as big-screen remakes of the avengers and the wild wild west . ,0
1148,"comes across as a relic from a bygone era , and its convolutions . . . feel silly rather than plausible . ",0
1149,moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured . ,0
1150,"it's a very sincere work , but it would be better as a diary or documentary . ",0
1151,"once one experiences mr . haneke's own sadistic tendencies toward his audience , one is left with a sour taste in one's mouth , and little else . ",0
1152,"oops , she's really done it this time . that chirpy songbird britney spears has popped up with more mindless drivel . ",0
1153,"it's a loathsome movie , it really is and it makes absolutely no sense . ",0
1154,a chiller resolutely without chills . ,0
1155,"for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment hasn't escaped the rut dug by the last one . ",0
1156,"the director mostly plays it straight , turning leys' fable into a listless climb down the social ladder . ",0
1157," "" bad "" is the operative word for "" bad company , "" and i don't mean that in a good way . ",0
1158,"though frida is easier to swallow than julie taymor's preposterous titus , the eye candy here lacks considerable brio . ",0
1159,"drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story . ",0
1160,the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well . ,0
1161,"the film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but ram dass : fierce grace doesn't organize it with any particular insight . ",0
1162,pompous and garbled . ,0
1163,billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse . ,0
1164,it's loud and boring ; watching it is like being trapped at a bad rock concert . ,0
1165,"merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women's expense . ",0
1166,"if you want a movie time trip , the 1960 version is a far smoother ride . ",0
1167,traffics in the kind of prechewed racial clichés that have already been through the corporate stand-up-comedy mill . ,0
1168,"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed . ",0
1169," . . . grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces . ",0
1170,"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes . ",0
1171,aggressive self-glorification and a manipulative whitewash . stay for the credits and see a devastating comic impersonation by dustin hoffman that is revelatory . ,0
1172,none of the characters or plot-lines are fleshed-out enough to build any interest . ,0
1173,"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on . ",0
1174,the whole film has this sneaky feel to it  as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product . ,0
1175,"there's a bit of thematic meat on the bones of queen of the damned , as its origins in an anne rice novel dictate , but generally , it's a movie that emphasizes style over character and substance . ",0
1176,"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers . ",0
1177,"this one is certainly well-meaning , but it's also simple-minded and contrived . ",0
